teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
53,North Heathershire Bobcats,2,4,1,18,West,16.0,18.5,10.5,14.5,9.0,22.0,6.5,19.0,6.0,10.5,2.0,8.5,6.5,8.5
54,Schwartzmouth Americans,2,4,1,18,West,9.0,9.5,0.5,1.0,1.0,15.5,15.0,20.5,4.5,9.0,4.5,20.5,1.5,9.0
55,East Matthewburgh Bobcats,2,4,1,18,West,1.0,8.5,9.0,11.0,0.5,11.5,8.0,23.0,10.5,20.5,6.0,18.5,12.0,23.0
56,Theodorehaven Sox,2,4,1,18,West,1.0,11.0,18.0,21.5,2.5,12.0,16.5,18.5,8.0,18.5,18.5,21.0,10.5,18.5
57,Melissaland Warriors,3,4,1,18,West,13.0,14.0,9.0,20.0,17.0,23.5,12.0,23.0,11.0,15.5,17.5,21.5,1.0,6.0
58,Port Jessica Hawks,3,4,1,18,West,12.5,17.5,14.0,21.5,1.5,3.0,1.5,9.5,5.5,20.0,18.0,22.5,4.5,6.0
59,Port Matthewside Bulls,3,4,1,18,West,8.0,8.5,6.0,13.0,13.5,21.0,3.0,13.5,13.0,16.5,10.0,10.0,6.0,14.5
60,Villarrealfort Chiefs,3,4,1,18,West,2.0,14.5,11.5,12.0,3.0,14.5,12.5,14.5,6.0,13.0,2.5,8.5,9.0,20.0
61,Fernandezhaven Chargers,3,4,1,18,West,1.0,20.0,11.5,16.0,11.5,21.5,2.5,20.5,2.5,20.5,10.0,20.5,1.0,3.5
62,New Rick Vikings,3,4,1,18,West,2.5,23.0,12.5,21.5,0.5,16.0,4.0,15.5,2.5,23.5,13.5,19.5,1.5,2.5
63,West Sarah Westerners,3,4,1,18,West,11.0,19.5,2.0,3.5,6.0,11.5,2.5,22.0,18.0,20.5,13.5,14.5,13.0,16.5
64,Henryville Commandos,3,4,1,18,West,4.0,13.5,4.0,6.0,4.5,15.5,22.0,23.5,8.5,17.0,3.0,6.5,4.5,18.5
65,East Charles Rappers,3,4,1,18,West,2.5,5.5,11.5,14.5,5.0,16.0,0.5,2.5,12.5,13.5,2.0,3.5,13.5,22.0
66,North Dawn Jacks,3,4,1,18,West,1.5,8.5,3.0,12.5,16.5,16.5,15.0,18.5,3.5,15.5,7.5,7.5,12.5,16.0
67,Tylerville Robbers,3,4,1,18,West,7.0,11.0,8.0,18.0,1.0,7.0,10.5,18.0,1.0,2.0,0.0,4.5,9.5,16.0
68,Lake Monicaview Hawks,3,4,1,18,West,16.5,20.0,4.5,8.5,1.0,21.0,3.0,4.0,8.0,16.0,11.0,23.5,5.0,18.5
69,North Thomas Jacks,3,4,1,18,West,1.5,23.5,0.5,7.5,14.0,19.0,11.5,21.0,17.5,20.5,11.0,20.5,1.0,11.0
70,Hayesview Vikings,3,4,1,18,West,18.0,18.0,2.5,14.0,4.5,12.0,0.5,5.0,9.5,22.0,6.0,21.0,10.5,19.0
71,West Denise Grizzlies,3,4,1,18,West,13.0,17.0,7.0,7.5,10.0,13.5,20.5,22.5,11.0,20.0,16.0,17.0,6.0,21.5
72,Carterport Celtics,3,4,1,18,West,0.5,12.5,10.5,23.0,3.5,7.5,18.0,19.5,5.5,13.5,15.5,18.0,10.5,23.5
73,North Robertborough Dolphins,3,4,1,18,West,2.0,17.5,2.5,16.0,5.5,5.5,18.5,21.5,2.0,4.5,9.0,20.0,2.0,12.0
74,North Christian Bobcats,3,4,1,18,West,6.0,17.0,9.5,17.5,7.5,13.0,12.0,15.5,9.0,15.0,0.0,15.5,2.5,2.5
75,Normanmouth Bucaneers,3,4,1,18,West,2.5,12.0,20.0,21.0,1.0,14.5,1.0,19.0,10.0,16.0,4.0,17.0,6.0,22.5
76,Adamsview Celtics,3,4,1,18,West,6.5,10.5,5.5,5.5,0.5,11.5,3.0,6.0,5.0,9.0,6.5,20.0,4.0,18.0
77,East Deborahton Rappers,3,4,1,18,West,6.5,19.0,2.5,21.0,12.0,14.0,2.5,11.5,21.0,23.5,17.5,21.5,3.5,15.5
78,North Jason Sabres,3,4,1,18,West,8.0,10.0,19.0,21.5,12.0,16.0,3.0,15.5,5.5,12.5,4.0,4.0,1.0,14.5
79,Jameschester Mavericks,3,4,1,18,West,7.5,18.5,2.5,21.0,5.5,9.5,18.5,21.5,8.5,19.0,10.5,19.5,0.5,16.0
80,East Julie Bobcats,3,4,1,18,West,13.5,19.0,8.0,11.0,12.5,17.5,15.5,20.5,3.0,13.0,9.0,19.5,8.5,23.0
81,Jillville Americans,3,4,1,18,West,8.0,12.5,2.0,9.5,2.0,17.0,19.5,22.5,3.0,9.5,0.0,17.0,11.0,21.5
82,Alvaradofort Bobcats,3,4,1,18,West,0.0,4.5,9.5,15.5,7.0,16.0,1.0,20.0,12.5,19.0,0.0,18.0,13.5,16.0
83,Port Christianview Sabres,3,4,1,18,West,16.0,19.5,2.0,5.5,6.0,17.0,4.0,14.5,16.0,18.0,0.5,21.5,19.5,20.0
84,Fletchermouth Hawks,3,4,1,18,West,5.0,14.5,0.0,8.5,11.0,22.5,6.0,10.0,0.0,12.5,17.0,21.0,8.0,9.5
85,New Annetteside Raptors,3,4,1,18,West,5.5,21.0,10.0,22.5,8.0,8.5,3.0,17.5,12.0,17.5,9.5,23.0,18.5,23.0
86,New Kimberly Bobcats,3,4,1,18,West,2.5,18.0,6.0,23.5,0.5,6.5,4.0,7.5,8.0,14.5,16.5,21.5,9.0,19.5
87,Boltonfurt Americans,3,4,1,18,West,3.5,9.0,17.5,19.0,1.5,22.0,7.5,17.5,7.5,12.5,15.0,17.0,5.0,17.0
88,East Tiffanyton Pirates,3,4,1,18,West,12.0,22.0,1.0,20.5,14.5,21.5,6.0,7.0,7.0,7.0,2.5,14.5,3.0,21.0
89,Lake Alexander Celtics,3,4,1,18,West,9.5,23.5,19.0,21.0,2.0,17.0,13.5,16.0,3.0,6.5,2.0,13.5,7.5,20.0
90,Gonzalesmouth Jacks,3,4,1,18,West,13.0,20.5,4.0,11.5,5.5,21.5,1.0,8.5,6.5,18.5,4.0,12.5,1.0,1.0
91,Lake Nicholas Americans,3,4,1,18,West,4.0,22.5,14.0,23.5,18.0,22.0,4.5,20.5,10.5,20.5,15.0,16.0,20.0,23.0
92,Lyonsland Robbers,3,4,1,18,West,5.0,22.5,19.0,23.5,12.5,14.0,4.5,14.0,6.5,20.0,1.0,2.0,4.0,15.0
93,North Mark Vikings,3,4,1,18,West,14.0,21.5,0.5,3.5,15.0,20.0,5.5,19.0,13.5,20.5,0.0,16.5,3.5,6.5
94,Danielstad Vikings,3,4,1,18,West,2.0,4.0,2.0,2.5,17.5,20.0,3.5,10.5,11.5,23.0,2.0,13.0,14.5,18.5
95,Kristinfurt Americans,3,4,1,18,West,12.0,15.0,11.5,17.5,2.0,10.5,4.5,5.5,8.0,19.0,9.5,17.5,1.5,21.0
96,Castillofort Westerners,3,4,1,18,West,9.0,14.5,9.0,14.5,0.5,17.0,18.0,22.5,0.0,23.0,2.0,19.0,6.0,17.0
97,Jonathanville Americans,3,4,1,18,West,1.0,5.5,9.0,10.5,8.5,19.5,1.5,14.0,10.5,19.0,12.0,23.0,5.0,8.0
98,Lake Raymond Warriors,3,4,1,18,West,15.0,23.0,2.0,18.5,2.0,20.0,5.0,6.0,20.5,21.5,10.5,11.5,5.5,20.0
99,North Rebecca Raptors,3,4,1,18,West,6.5,8.5,16.5,19.0,4.5,10.5,4.5,9.0,5.0,10.5,0.0,2.0,3.0,15.0
100,East Danabury Eagles,3,4,1,18,West,21.5,22.0,0.5,20.5,5.5,16.0,1.0,7.5,8.0,11.5,19.0,22.0,9.5,20.0
101,Mitchellburgh Warriors,3,4,1,18,West,1.0,11.0,10.5,14.0,3.5,21.5,9.5,15.5,19.0,20.0,3.0,16.0,5.5,23.0
102,Stevenmouth Sox,3,4,1,18,West,10.0,23.5,1.0,10.0,7.0,23.0,2.0,19.0,20.0,20.5,3.0,13.5,18.5,20.0
103,Lake Tonyachester Americans,3,4,1,18,West,11.5,19.0,11.0,12.0,6.5,15.5,10.5,23.0,3.0,20.0,9.0,21.0,8.0,8.0
104,Fisherchester Bulls,3,4,1,18,West,2.0,5.5,4.5,21.0,10.0,18.0,1.0,5.0,8.0,18.5,3.5,13.5,10.0,23.0
