teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
130,New Andre Westerners,9,2,2,10,Central,14.5,21.0,9.5,16.5,11.5,19.5,1.5,17.0,3.5,22.5,12.5,17.5,6.5,8.0
131,Burtonview Robbers,9,2,2,10,South,0.0,11.0,11.0,18.5,10.5,11.0,11.5,18.5,2.0,23.0,9.5,18.5,8.5,21.0
132,Annettechester Pirates,9,2,2,10,South,6.0,10.0,0.0,4.5,0.5,17.5,8.5,15.0,5.5,19.5,9.0,15.5,3.0,10.0
133,Reginaldview Hawks,8,2,1,46,South,1.5,13.0,0.5,20.0,2.0,19.0,2.5,8.0,13.0,14.0,0.0,19.0,5.0,12.5
134,Wilsontown Raptors,8,2,1,10,North,10.5,15.5,4.0,4.5,14.0,21.0,4.0,22.0,4.5,23.0,11.0,19.0,0.0,3.5
135,Murphyville Commandos,8,2,1,39,West,4.5,12.0,0.0,12.0,14.5,17.0,6.0,17.0,13.0,17.0,0.0,10.0,2.0,11.0
136,Cardenasstad Westerners,8,2,1,67,West,8.5,12.5,11.0,12.0,13.0,19.5,13.5,19.0,5.5,7.0,3.0,4.5,1.0,4.0
137,Fosterborough Grizzlies,8,2,1,69,South,6.5,18.0,1.0,9.5,18.0,22.0,8.0,23.5,20.0,20.5,2.5,22.0,21.0,23.5
138,Jessicatown Chargers,8,2,1,49,East,14.0,19.5,3.0,4.0,4.0,14.5,3.0,3.0,19.0,22.0,3.5,4.0,5.0,23.5
139,Williamsberg Americans,8,2,1,43,West,9.5,13.5,5.5,13.5,16.5,21.5,0.5,19.5,14.0,23.0,21.5,23.0,21.0,21.5
140,Lake Jenniferborough Sabres,8,2,1,35,East,0.5,6.0,12.0,12.0,12.0,13.5,6.0,14.5,4.5,20.0,0.0,18.5,11.0,23.0
141,North Nicholasside Jacks,8,2,1,22,Central,15.5,16.0,16.0,19.5,8.5,21.5,5.0,15.5,2.0,16.0,14.0,22.5,2.5,9.5
142,Haletown Pirates,8,2,1,23,East,5.5,6.5,10.0,20.5,7.0,7.5,4.5,5.5,7.5,18.5,7.5,22.0,5.0,14.5
143,Port Michelle Jacks,8,2,1,32,North,7.0,22.0,13.0,15.0,3.5,14.0,5.5,16.0,10.5,21.0,17.5,22.0,13.0,15.5
144,Robertsonland Hornets,8,2,1,43,East,5.0,20.0,11.0,16.0,2.5,6.5,9.0,21.0,0.0,4.0,16.0,16.5,21.5,22.0
145,Lake Lisastad Dolphins,8,2,1,76,West,1.5,5.0,0.5,1.0,2.5,6.0,4.0,9.5,7.0,23.5,2.0,14.0,5.5,11.0
146,Ashleyburgh Chiefs,8,2,1,33,East,7.0,15.0,10.5,11.0,17.0,20.5,13.0,20.5,3.0,19.0,10.0,11.0,7.0,17.5
147,Lake Johntown Hawks,8,2,1,38,North,8.0,14.0,10.0,23.5,15.0,19.0,9.0,16.5,12.0,13.0,5.5,20.5,1.0,11.5
148,North Jasonfort Bulls,8,2,1,29,East,14.0,22.0,9.5,17.5,0.5,1.5,3.0,12.0,20.5,23.0,12.5,17.0,12.0,22.5
149,Port Betty Rappers,8,2,1,10,South,8.0,8.5,12.0,21.5,3.5,19.5,12.0,17.0,3.0,8.5,2.0,20.5,16.5,22.0
150,South Donna Raptors,8,2,1,57,West,7.5,12.5,2.5,22.0,5.5,19.0,10.5,22.5,13.5,16.0,8.0,23.0,5.5,10.5
151,Adkinschester Celtics,8,2,1,16,South,2.5,16.0,6.5,13.5,7.0,18.0,12.5,18.5,13.0,20.5,6.0,18.0,3.5,6.5
152,Stephenmouth Hawks,8,2,1,52,West,0.5,20.0,19.5,22.0,12.0,19.5,6.0,11.5,11.0,17.5,5.0,7.0,8.5,16.5
153,West Melissa Grizzlies,8,2,1,69,North,3.0,5.5,0.0,5.0,8.5,11.5,18.0,21.0,1.5,6.5,3.0,15.0,7.0,8.5
154,Stewartfurt Hawks,8,2,1,32,East,5.0,5.0,0.0,7.0,18.0,19.0,0.5,17.5,5.5,11.5,16.0,17.5,1.0,6.5
155,Andreahaven Mavericks,8,2,1,28,East,15.0,21.0,1.0,3.5,11.0,12.5,13.5,14.5,21.0,21.5,1.0,13.5,4.0,23.5
156,North Paigeberg Americans,8,2,1,54,West,4.5,10.5,23.0,23.0,10.0,20.0,2.5,12.5,9.0,19.5,13.5,15.0,15.5,18.0
157,South Michaelbury Hornets,8,2,1,28,West,6.0,20.5,6.5,9.5,5.5,6.5,23.0,23.5,1.5,21.0,13.5,18.0,13.0,19.5
158,East James Rappers,8,2,1,54,Central,6.5,9.0,0.0,18.0,6.5,18.0,22.5,23.0,12.0,15.5,3.5,19.5,0.0,16.5
159,Edwinport Bucaneers,8,2,1,62,South,7.5,20.0,5.5,8.5,9.5,22.0,3.5,10.5,5.5,16.0,0.5,6.5,1.0,11.0
160,West Georgeside Commandos,8,2,1,60,South,0.0,22.0,6.0,19.0,14.0,14.5,4.0,9.0,3.0,23.5,9.5,9.5,9.0,19.0
161,South Jamieborough Eagles,8,2,1,40,North,1.0,11.5,1.5,22.0,4.5,16.5,9.5,16.0,9.0,15.5,10.5,19.5,16.0,16.0
162,Trujilloshire Hawks,8,2,1,19,West,4.0,16.0,18.5,22.0,0.5,14.0,2.0,20.5,8.5,22.5,3.0,23.5,18.0,20.5
163,Jeffreybury Bucaneers,8,2,1,69,South,9.5,15.0,2.0,20.0,3.5,6.0,7.0,8.5,4.0,4.5,4.5,16.5,4.0,5.5
164,Beanhaven Bears,8,2,1,47,South,14.5,20.5,1.5,22.0,7.5,15.5,6.5,12.5,19.0,19.0,18.5,21.0,5.0,12.5
165,Laurenville Americans,8,2,1,38,West,4.5,18.5,5.0,21.5,3.0,5.5,0.5,22.5,3.0,4.0,3.5,20.5,7.5,20.0
166,Thomashaven Robbers,8,2,1,64,South,11.5,17.5,10.0,20.0,5.5,17.5,2.0,9.0,7.0,18.0,5.0,9.5,12.0,23.0
167,Michaelfurt Vikings,8,2,1,20,South,10.5,17.0,3.0,18.0,12.0,13.5,12.0,19.5,18.0,19.5,3.5,17.0,20.0,22.5
168,North Tracey Wolves,8,2,1,11,West,5.0,23.5,9.0,17.0,14.0,17.5,1.0,20.5,0.5,10.5,20.0,22.0,3.5,6.5
169,Markberg Bears,8,2,1,33,North,11.0,21.0,11.0,11.5,17.5,23.5,4.5,10.5,1.5,16.5,7.0,14.0,10.5,18.5
170,West Samuel Mavericks,8,2,1,54,West,3.0,8.0,10.5,14.5,19.0,22.0,14.0,21.5,3.5,9.5,5.5,6.5,8.0,20.0
171,West Ethan Commandos,8,2,1,52,West,8.0,11.0,5.0,6.0,15.0,17.5,4.0,20.5,3.5,6.5,3.0,4.5,14.0,21.0
172,Port Justinview Hawks,8,2,1,65,West,8.0,13.5,9.0,16.5,2.5,15.0,3.0,13.5,3.5,15.5,1.5,21.0,2.0,21.0
173,East Jeffrey Sabres,8,2,1,37,Central,7.0,21.0,9.0,21.0,1.5,13.0,5.5,6.0,0.5,19.5,0.5,15.5,7.5,21.0
174,Christopherview Jacks,8,2,1,47,South,3.5,9.5,12.0,16.0,6.0,12.5,8.0,13.0,3.0,20.0,4.5,19.0,0.5,10.0
