teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
36,Villaton Rappers,3,4,1,18,West,2.5,3.5,18.0,20.5,20.0,21.5,3.0,6.5,5.5,16.0,13.0,20.0,10.5,14.0
37,Port Michellehaven Mavericks,3,4,1,18,West,7.0,14.0,3.0,7.0,3.0,16.5,8.0,17.5,4.5,7.0,3.0,16.0,0.5,19.0
38,Jenniferport Commandos,3,4,1,18,West,18.5,18.5,16.5,19.5,2.5,22.0,1.0,20.5,2.5,21.0,3.0,22.0,0.0,6.5
39,West Martinton Dolphins,3,4,1,18,West,4.5,12.0,16.5,19.5,3.5,7.0,2.5,21.5,3.5,15.5,1.5,15.5,2.5,6.5
40,Clairefort Hornets,3,4,1,18,West,7.5,18.0,9.5,16.5,10.0,15.5,3.0,13.0,8.5,22.0,13.5,16.0,8.0,8.5
41,Port Loganberg Warriors,3,4,1,18,West,3.5,19.5,5.0,10.0,16.5,20.5,21.5,22.0,2.5,17.0,4.0,5.0,5.5,14.5
42,New Gina Pirates,3,4,1,18,West,4.0,22.0,8.5,20.0,13.5,22.0,16.0,16.5,6.5,15.5,2.5,9.5,9.5,14.0
43,West Ronald Jacks,3,4,1,18,West,7.5,11.5,14.0,19.5,1.0,17.5,7.5,7.5,17.0,18.0,8.0,19.5,1.5,5.0
44,North Melissa Pirates,3,4,1,18,West,17.5,20.5,15.5,17.0,2.5,23.5,12.0,18.5,5.0,22.5,7.5,12.5,2.0,17.0
45,Weaverview Jacks,3,4,1,18,West,3.5,7.0,10.0,21.0,4.5,16.0,6.0,21.0,7.5,15.0,3.0,3.5,1.5,13.0
46,East Brittneyfurt Americans,3,4,1,18,West,5.5,22.5,1.0,7.0,7.5,23.0,3.0,19.0,1.5,7.0,17.0,18.0,15.5,20.5
47,Carlsonview Grizzlies,3,4,1,18,West,3.0,23.5,0.5,19.0,2.0,6.0,5.0,18.5,10.5,19.5,9.0,13.0,4.5,6.5
48,North Nicholas Warriors,3,4,1,18,West,1.5,7.0,12.0,18.5,9.5,22.5,3.0,20.0,11.0,11.5,5.0,10.0,0.5,16.0
49,Jamesburgh Sox,3,4,1,18,West,20.0,22.5,17.0,20.5,14.5,14.5,4.0,11.0,5.0,11.5,6.5,15.5,8.5,12.5
50,Brianburgh Pirates,3,4,1,18,West,4.0,10.0,9.0,13.5,10.5,21.0,10.5,16.0,5.0,20.5,12.5,12.5,11.5,22.5
51,West Markstad Sox,3,4,1,18,West,14.0,15.5,6.0,22.0,4.0,5.0,16.0,22.5,3.0,13.5,12.5,15.5,14.0,16.5
52,New Alexandraview Celtics,3,4,1,18,West,2.0,19.0,2.5,9.5,5.5,6.5,0.0,21.5,0.0,20.0,7.5,11.5,13.0,20.5
