teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
27,South Melissafort Raptors,2,4,1,18,West,12.0,20.0,8.5,21.0,15.5,20.0,21.0,22.0,3.5,21.0,5.5,14.5,0.0,0.5
28,Port Andrea Rappers,2,4,1,18,West,0.0,18.5,2.5,14.0,22.0,22.0,8.0,16.0,8.0,8.5,7.5,22.5,3.5,14.5
29,Christianfurt Bobcats,2,4,1,18,West,9.0,12.5,17.0,18.0,3.5,14.0,1.0,5.0,2.0,8.5,19.5,22.0,9.0,14.0
30,East Jacob Americans,2,4,1,18,West,16.0,22.0,19.0,23.5,3.0,22.5,13.5,20.0,21.5,23.5,14.5,21.5,9.0,18.0
31,Penamouth Robbers,2,4,1,18,West,16.0,17.0,7.5,8.0,20.5,21.5,9.5,18.5,11.5,15.0,13.5,19.5,7.5,20.5
32,Timothyborough Mavericks,2,4,1,18,West,6.5,18.0,8.0,20.5,12.5,16.0,3.5,8.5,5.0,11.0,3.0,9.0,12.0,20.5
33,Jamestown Mavericks,2,4,1,18,West,16.5,19.0,4.0,12.0,6.5,13.5,6.0,23.0,6.0,23.5,6.5,16.5,9.5,23.5
34,East Aprilton Bears,2,4,1,18,West,2.0,14.5,7.0,18.5,14.5,23.0,1.5,21.5,11.5,14.5,4.5,10.0,8.5,14.5
35,Jenniferport Bears,2,4,1,18,West,6.0,7.0,18.0,22.5,10.0,11.5,8.0,16.5,4.5,6.5,2.0,6.5,5.5,6.0
36,South Kylehaven Commandos,2,4,1,18,West,0.5,7.5,3.5,22.5,3.0,23.5,8.0,15.5,11.0,15.5,13.5,17.5,20.0,23.5
37,North Lori Westerners,2,4,1,18,West,2.0,14.5,13.0,15.0,0.0,6.5,4.5,20.0,14.5,17.5,0.0,16.0,18.5,22.5
38,East Susan Bulls,2,4,1,18,West,13.0,23.5,3.0,4.0,11.0,22.5,10.5,13.5,1.5,16.0,8.0,11.0,6.5,9.0
39,New Jeanette Bobcats,2,4,1,18,West,8.5,9.5,9.0,12.5,1.0,22.0,2.5,14.0,2.5,21.0,3.0,3.0,16.0,19.0
40,North Tammyville Bulls,2,4,1,18,West,14.0,19.0,13.5,19.0,2.0,22.0,8.0,13.5,12.0,21.5,14.0,16.0,7.0,8.0
41,East Toddbury Hawks,2,4,1,18,West,14.5,21.0,5.5,15.5,6.5,17.0,12.0,22.0,19.5,22.0,7.0,13.0,4.5,22.0
42,East Stephanie Chargers,2,4,1,18,West,6.0,23.5,2.5,7.5,4.5,10.0,4.0,10.5,4.0,4.0,6.0,17.5,15.5,17.5
43,Galvanberg Raptors,2,4,1,18,West,2.5,12.0,3.0,8.0,8.0,15.0,13.0,13.5,16.5,22.0,2.5,13.5,4.5,11.0
44,Cruzhaven Chargers,2,4,1,18,West,7.5,23.0,3.0,8.5,2.5,7.5,21.5,22.5,3.0,20.0,0.5,14.5,4.0,11.0
45,West Jonathan Jacks,2,4,1,18,West,10.5,14.0,5.0,18.5,7.5,15.5,8.5,13.0,9.0,20.0,5.5,14.5,0.0,11.5
46,East Jenniferland Chargers,2,4,1,18,West,21.5,21.5,8.5,14.5,9.5,10.0,3.5,14.0,0.0,21.5,2.5,9.0,2.0,12.5
47,Brianport Raptors,2,4,1,18,West,8.0,11.0,18.5,22.5,17.0,19.5,0.0,19.0,3.0,14.0,7.5,20.5,7.5,18.5
48,West Martin Commandos,2,4,1,18,West,6.0,14.0,8.0,18.0,9.0,12.5,7.5,16.5,0.5,14.5,20.5,22.0,18.5,22.5
49,West Amyhaven Jacks,2,4,1,18,West,9.5,18.0,7.0,11.5,13.0,16.0,1.5,10.5,11.0,22.5,9.0,15.5,8.0,15.0
50,Jenniferbury Mavericks,2,4,1,18,West,1.0,17.0,0.0,2.5,19.5,22.5,21.5,22.5,11.0,20.0,14.0,17.5,5.0,10.0
51,South Sherryview Celtics,2,4,1,18,West,3.5,17.0,1.5,14.5,1.5,12.5,12.0,19.0,12.0,14.5,1.5,20.5,9.0,21.5
52,West Marcshire Vikings,2,4,1,18,West,13.0,15.5,0.5,2.0,17.0,22.0,22.0,23.0,0.0,19.0,10.5,10.5,15.5,18.0
53,Rodriguezburgh Dolphins,2,4,1,18,West,4.0,13.5,14.5,21.0,6.0,15.5,9.0,9.0,15.5,23.0,3.0,23.5,3.5,3.5
54,Fosterborough Wildcats,2,4,1,18,West,5.0,16.0,12.5,19.0,1.5,21.0,1.5,19.5,3.0,15.0,12.0,20.5,9.5,22.0
55,South Stacey Warriors,2,4,1,18,West,13.0,23.0,1.0,21.0,10.0,11.5,19.0,20.0,12.5,13.0,5.5,9.5,5.5,19.5
56,Jennifertown Mavericks,2,4,1,18,West,10.5,13.0,7.0,13.0,0.0,13.0,11.0,23.5,0.0,12.0,14.5,20.0,4.5,6.5
57,West Wendy Rappers,3,4,1,18,West,15.0,16.0,2.0,3.5,0.5,10.5,2.5,9.0,1.5,16.0,7.0,12.0,0.5,6.5
58,Edwardstown Dolphins,3,4,1,18,West,13.0,14.0,13.5,14.5,0.0,2.0,9.5,15.0,6.5,18.5,5.5,11.0,1.5,14.5
59,West David Celtics,3,4,1,18,West,10.5,22.0,5.5,16.5,2.0,16.5,13.0,23.0,8.5,11.0,1.5,23.0,18.0,19.0
60,Zacharyberg Commandos,3,4,1,18,West,1.0,2.5,5.0,17.5,4.5,19.5,15.5,20.0,10.5,11.5,2.5,20.0,10.0,11.0
61,Chavezville Bears,3,4,1,18,West,6.5,18.5,10.0,12.0,5.0,22.5,4.5,6.5,9.0,9.5,10.5,11.5,4.5,17.0
62,Martinezton Grizzlies,3,4,1,18,West,5.5,16.5,11.0,22.5,1.0,14.5,6.5,6.5,3.0,23.5,0.5,2.0,4.0,22.5
63,East Anthony Grizzlies,3,4,1,18,West,10.5,16.0,1.5,10.5,6.5,7.0,6.0,8.5,0.5,14.0,14.0,17.0,11.5,15.5
64,South Michelle Sabres,3,4,1,18,West,3.0,19.5,6.5,16.0,17.0,19.5,6.5,21.5,7.5,18.5,19.5,22.0,2.5,10.0
65,South Barrybury Hawks,3,4,1,18,West,2.0,18.0,4.5,16.5,8.5,20.5,8.5,10.5,2.5,21.0,10.5,23.0,0.5,11.0
66,Port Roymouth Westerners,3,4,1,18,West,13.5,23.0,1.5,19.0,11.5,21.5,9.0,16.5,2.0,15.0,9.5,10.0,0.5,23.5
67,South Marcusberg Chiefs,3,4,1,18,West,0.5,17.5,1.0,23.5,1.5,2.0,2.0,18.0,6.0,18.0,7.0,12.0,3.0,15.5
68,New Jennyton Celtics,3,4,1,18,West,10.5,12.0,19.0,21.0,7.0,18.0,18.0,20.0,12.0,17.5,8.5,10.5,7.5,20.0
69,Mitchellmouth Grizzlies,3,4,1,18,West,2.0,18.0,11.5,17.5,6.5,8.0,3.0,7.0,4.5,4.5,20.5,23.0,6.0,19.5
70,Victoriahaven Robbers,3,4,1,18,West,0.0,2.0,8.5,16.5,4.0,20.0,7.5,11.0,3.5,16.0,4.0,13.0,14.0,23.0
71,Lake Ricardo Grizzlies,3,4,1,18,West,10.0,10.0,15.0,18.5,21.0,22.0,6.5,16.5,13.5,19.5,7.0,20.5,2.5,8.0
72,Lake Anthonytown Vikings,3,4,1,18,West,0.0,0.0,10.5,23.0,16.5,20.5,12.0,20.0,14.0,23.0,9.0,13.5,1.0,16.0
73,West Randy Commandos,3,4,1,18,West,3.5,22.5,0.0,2.0,17.5,22.0,14.0,19.5,8.0,12.5,4.5,6.0,8.0,8.5
74,Westview Warriors,3,4,1,18,West,5.5,9.5,18.5,19.0,2.0,12.0,2.5,7.5,0.5,17.0,8.0,13.5,10.0,13.0
75,Zamoraton Mavericks,3,4,1,18,West,13.5,18.0,1.0,7.5,1.0,21.0,10.0,13.5,5.5,18.5,12.5,20.5,4.5,15.0
76,Catherinechester Eagles,3,4,1,18,West,7.5,16.5,2.0,4.0,2.0,8.0,3.5,23.5,11.0,17.5,1.0,9.5,11.5,21.5
77,New Ashley Hornets,3,4,1,18,West,8.0,14.0,9.0,15.0,1.0,9.5,1.5,21.0,13.0,19.5,13.0,16.5,3.0,8.5
78,Stacyfort Rappers,3,4,1,18,West,15.5,19.5,3.5,7.5,2.5,19.0,8.5,11.5,12.0,22.0,5.5,21.0,14.0,21.5
79,South Emilyville Sox,3,4,1,18,West,0.0,18.0,12.0,20.5,3.5,6.0,4.0,17.5,4.5,4.5,2.0,20.0,5.5,10.0
80,Lisamouth Eagles,3,4,1,18,West,13.5,16.5,6.5,8.5,4.5,16.0,3.0,6.0,18.5,19.5,2.5,14.0,8.0,15.0
81,Mooreland Hornets,3,4,1,18,West,1.0,8.0,3.5,23.0,22.0,23.0,4.5,15.0,9.0,11.5,5.0,19.0,7.0,7.0
82,Port Josemouth Grizzlies,3,4,1,18,West,3.5,9.0,10.0,20.0,9.5,23.0,3.0,6.0,16.5,22.0,0.0,3.0,3.0,17.0
83,Carrbury Mavericks,3,4,1,18,West,5.0,17.0,6.0,9.0,11.5,12.5,10.5,20.0,16.0,16.5,8.5,9.5,12.5,18.0
84,Port James Rappers,3,4,1,18,West,11.0,17.5,18.5,23.0,6.0,18.0,3.5,6.5,4.0,7.0,5.0,15.5,14.5,18.5
85,Brownborough Vikings,3,4,1,18,West,5.5,20.5,4.5,20.0,20.0,21.0,14.5,16.5,3.5,10.0,2.5,14.5,15.0,23.5
86,East Kevin Raptors,3,4,1,18,West,15.0,20.0,2.0,22.5,8.0,12.5,5.5,22.0,3.0,15.0,11.0,22.5,14.5,22.5
87,New Ambermouth Pirates,3,4,1,18,West,13.5,20.0,4.5,10.5,9.5,14.5,1.5,7.5,4.5,16.5,0.5,11.5,17.0,23.0
88,Richardbury Rappers,3,4,1,18,West,15.0,17.0,7.0,7.5,15.5,23.5,0.0,12.0,12.5,15.0,2.5,4.5,7.5,20.5
89,North Shannon Sabres,3,4,1,18,West,0.5,21.5,15.5,23.0,2.5,17.0,17.5,22.0,13.5,20.0,16.5,23.0,1.5,20.0
90,North Antonio Raptors,3,4,1,18,West,4.0,21.0,18.5,18.5,12.0,16.5,5.0,13.5,4.0,6.0,3.5,8.5,7.5,17.0
91,Bauermouth Vikings,3,4,1,18,West,10.0,23.0,6.0,6.0,11.0,20.5,11.0,20.0,4.0,7.5,20.0,23.5,6.0,9.0
92,Johnmouth Mavericks,3,4,1,18,West,10.5,12.5,18.0,22.5,4.5,12.5,17.0,20.0,1.0,16.0,17.0,20.0,16.0,19.5
93,Benjaminton Sox,3,4,1,18,West,4.5,14.0,5.0,15.5,2.5,16.5,8.5,11.0,2.5,17.0,7.5,10.5,10.5,18.0
94,Jenniferside Bucaneers,3,4,1,18,West,5.0,14.0,2.0,2.5,3.0,5.5,20.5,20.5,17.5,23.0,16.5,19.5,6.5,23.5
95,New Emily Bulls,3,4,1,18,West,2.5,21.5,3.5,3.5,11.5,16.0,9.5,23.5,7.0,23.5,12.0,15.0,3.5,18.5
96,Erintown Bucaneers,3,4,1,18,West,2.5,7.0,15.5,16.5,9.5,16.5,3.0,5.0,3.0,3.5,5.0,15.5,8.0,22.0
97,West Nancy Chiefs,3,4,1,18,West,6.0,11.5,6.0,11.0,9.5,18.0,10.5,15.5,0.0,11.0,15.5,22.0,7.5,20.0
98,Jamesport Bucaneers,3,4,1,18,West,3.0,18.5,7.0,23.5,6.0,14.5,6.0,22.0,14.5,15.0,4.5,14.0,8.0,11.5
99,North Kimberly Grizzlies,3,4,1,18,West,15.0,19.0,9.5,19.0,22.0,22.5,5.0,15.5,18.0,18.0,2.5,21.0,0.0,2.5
100,Paulfort Sabres,3,4,1,18,West,5.5,17.0,1.5,9.0,11.5,14.0,2.0,19.5,16.0,19.5,14.5,22.0,0.0,15.0
101,South Zacharyville Bears,3,4,1,18,West,5.5,20.0,2.5,13.0,17.5,21.0,3.5,21.0,4.0,13.0,3.5,10.0,19.5,20.5
102,New Jamesbury Bucaneers,3,4,1,18,West,7.0,22.0,6.5,13.0,9.5,21.0,15.0,15.5,16.5,23.5,0.0,13.5,3.5,13.0
103,Kaitlynton Eagles,3,4,1,18,West,7.5,8.5,1.5,14.5,14.0,21.0,6.0,6.5,0.0,2.0,0.0,15.0,15.5,18.0
104,West Matthewshire Chiefs,3,4,1,18,West,5.0,11.5,13.5,20.5,4.0,15.0,5.5,21.5,9.0,20.5,8.5,16.5,1.0,12.5
